year,age,men,women
8,50,72,55
8,51,51,84
8,52,85,72
8,53,121,114
8,54,92,82
8,55,71,66
8,56,86,60
8,57,56,65
8,58,55,62
8,59,89,89
8,60,78,87
8,61,55,77
8,62,63,73
8,63,86,81
8,64,58,70
8,65,56,62
8,66,66,67
8,67,69,97
8,68,100,81
8,69,66,69
8,70,47,73
8,71,38,54
8,72,55,87
8,73,55,114
8,74,57,71
8,75,55,85
8,76,100,59
8,77,50,48
8,78,68,61
8,79,52,46
8,80,47,41
8,81,50,62
8,82,58,63
8,83,68,45
8,84,40,23
8,85,33,37
8,86,40,22
8,87,40,23
8,88,24,12
8,89,0,0
8,90,0,0
8,91,0,0
8,92,0,0
8,93,0,0
8,94,0,0
8,95,0,0
8,96,0,0
8,97,0,0
8,98,0,0
8,99,0,0
8,100,0,0
9,0,52,39
9,1,57,55
9,2,55,50
9,3,64,44
9,4,56,47
9,5,59,55
9,6,56,76
9,7,94,74
9,8,72,69
9,9,92,92
9,10,90,97
9,11,56,54
9,12,26,43
9,13,52,29
9,14,25,34
9,15,27,55
9,16,21,41
9,17,34,38
9,18,50,19
9,19,22,23
9,20,34,63
9,21,29,16
9,22,35,27
9,23,45,24
9,24,26,15
9,25,16,15
9,26,6,30
9,27,11,56
9,28,361,327
9,29,1,28
9,30,43,72
9,31,92,46
9,32,94,54
9,33,50,57
9,34,62,62
9,35,63,67
9,36,54,45
9,37,65,95
9,38,60,80
9,39,56,113
9,40,95,74
9,41,54,92
9,42,92,93
9,43,126,76
9,44,43,77
9,45,48,96
9,46,83,86
9,47,101,49
9,48,120,82
9,49,88,83
9,50,53,44
9,51,71,55
9,52,50,84
9,53,84,72
9,54,121,114
9,55,90,82
9,56,70,66
9,57,84,60
9,58,54,65
9,59,55,62
9,60,88,89
9,61,77,84
9,62,55,77
9,63,63,73
9,64,86,80
9,65,57,69
9,66,55,61
9,67,65,66
9,68,69,93
9,69,96,80
9,70,65,69
9,71,45,72
9,72,37,52
9,73,53,87
9,74,54,110
9,75,55,69
9,76,54,79
9,77,96,57
9,78,50,48
9,79,64,61
9,80,46,43
9,81,45,39
9,82,42,59
9,83,53,58
9,84,61,40
9,85,38,20
9,86,31,35
9,87,35,18
9,88,36,21
9,89,20,12
9,90,0,0
9,91,0,0
9,92,0,0
9,93,0,0
9,94,0,0
9,95,0,0
9,96,0,0
9,97,0,0
9,98,0,0
9,99,0,0
9,100,0,0
